year,month,province,profession,new_workers,new_clients,active_clients,active_workers,requests,feedback_1,work_agreements,feedback_2,jobs_completed,payments_in_MTZ,payment_observation_count
2016,6,Maputo,Electricity,40,NULL,13,40,18,NULL,NULL,1,1,NULL,0
2016,6,Maputo,"Construction and Repair",24,NULL,19,24,23,NULL,NULL,NULL,NULL,NULL,NULL
2016,7,Nampula,Electricity,33,NULL,14,33,15,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Maputo,Mechanics,53,NULL,36,53,36,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Maputo,Plumbing,62,NULL,86,62,91,NULL,NULL,1,1,NULL,0
2016,10,Maputo,Whitesmith,72,NULL,55,72,62,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Nampula,Carpentry,25,NULL,7,25,9,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Nampula,Electricity,88,NULL,37,88,41,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Nampula,Plumbing,24,NULL,15,24,16,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Inhambane,Electricity,28,NULL,22,28,22,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Sofala,"Construction and Repair",24,NULL,11,24,12,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Maputo,Carpentry,39,NULL,63,40,65,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Tete,Electricity,24,NULL,9,24,9,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Maputo,Electricity,169,NULL,170,170,190,2,0,NULL,NULL,NULL,NULL
2016,10,Maputo,Painting,95,NULL,25,95,27,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Maputo,"TV installation",40,NULL,25,40,26,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Nampula,"AC Repairing",32,NULL,19,32,22,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Nampula,"Construction and Repair",41,NULL,16,41,18,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Nampula,Mechanics,29,NULL,25,29,27,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Nampula,"TV installation",28,NULL,28,28,28,NULL,NULL,NULL,NULL,NULL,NULL
2016,10,Maputo,"AC Repairing",50,NULL,30,50,33,1,0,NULL,NULL,NULL,NULL
2016,10,Sofala,Electricity,33,NULL,11,33,12,NULL,NULL,1,1,NULL,0
2016,10,Maputo,"Construction and Repair",147,NULL,133,147,143,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Nampula,"Construction and Repair",68,NULL,23,68,26,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Inhambane,"Construction and Repair",24,NULL,21,24,23,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Tete,Whitesmith,48,NULL,34,48,41,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Nampula,Mechanics,38,NULL,33,38,36,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Manica,"Construction and Repair",31,NULL,13,31,17,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Nampula,Plumbing,31,NULL,12,31,13,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Maputo,"AC Repairing",78,NULL,49,78,50,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Nampula,Whitesmith,25,NULL,8,25,10,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Maputo,"Construction and Repair",219,NULL,214,221,226,NULL,NULL,1,1,NULL,0
2016,11,Sofala,Electricity,51,NULL,21,52,25,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Maputo,Electricity,269,NULL,270,275,309,6,0,2,2,NULL,0
2016,11,Tete,Carpentry,34,NULL,11,34,11,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Maputo,Painting,144,NULL,50,144,55,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Tete,Electricity,99,NULL,26,100,28,1,0,NULL,NULL,NULL,NULL
2016,11,Maputo,"TV installation",68,NULL,36,68,39,1,0,NULL,NULL,NULL,NULL
2016,11,Tete,Painting,28,NULL,10,28,10,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Nampula,"AC Repairing",30,NULL,19,30,20,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Gaza,Electricity,26,NULL,15,26,16,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Tete,"TV installation",20,NULL,19,20,21,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Nampula,Electricity,91,NULL,36,91,44,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Inhambane,Electricity,32,NULL,16,32,20,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Zambezia,Electricity,34,NULL,9,34,12,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Nampula,Painting,39,NULL,15,39,15,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Manica,Electricity,29,NULL,20,29,24,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Nampula,"TV installation",29,NULL,42,29,46,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Maputo,Carpentry,69,NULL,64,71,67,2,0,NULL,NULL,NULL,NULL
2016,11,Sofala,"Construction and Repair",23,NULL,20,23,20,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Maputo,Cooking,20,NULL,7,21,7,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Tete,"AC Repairing",37,NULL,6,37,8,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Maputo,Mechanics,87,NULL,48,87,53,1,0,NULL,NULL,NULL,NULL
2016,11,Tete,"Construction and Repair",68,NULL,52,68,58,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Maputo,Plumbing,96,NULL,142,98,158,1,0,1,1,NULL,0
2016,11,Tete,Mechanics,48,NULL,19,48,21,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Maputo,Whitesmith,108,NULL,126,110,142,2,0,1,1,NULL,0
2016,11,Cabo-Delgado,Electricity,20,NULL,14,20,16,NULL,NULL,NULL,NULL,NULL,NULL
2016,11,Tete,Plumbing,25,NULL,20,25,22,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Nampula,Electricity,47,NULL,31,47,37,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Sofala,Electricity,35,NULL,25,35,29,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Cabo-Delgado,Electricity,20,NULL,13,20,14,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Tete,Electricity,28,NULL,11,28,11,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Manica,Electricity,27,NULL,22,27,26,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Zambezia,Electricity,29,NULL,9,29,10,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Maputo,Carpentry,33,NULL,39,33,50,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Maputo,Electricity,124,NULL,111,127,131,3,0,NULL,NULL,NULL,NULL
2016,12,Maputo,Painting,52,NULL,17,53,17,NULL,NULL,1,1,NULL,0
2016,12,Maputo,Whitesmith,35,NULL,50,39,62,2,0,1,1,NULL,0
2016,12,Nampula,"Construction and Repair",29,NULL,15,29,15,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Nampula,Mechanics,22,NULL,25,22,26,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Tete,"Construction and Repair",27,NULL,16,27,16,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Manica,"Construction and Repair",28,NULL,10,28,12,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Zambezia,"Construction and Repair",23,NULL,10,23,12,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Maputo,"AC Repairing",32,NULL,41,32,44,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Maputo,"Construction and Repair",93,NULL,74,93,84,NULL,NULL,NULL,NULL,NULL,NULL
2016,12,Maputo,Mechanics,32,NULL,19,33,19,NULL,NULL,1,1,NULL,0
2016,12,Maputo,Plumbing,41,NULL,55,43,66,3,0,1,1,NULL,0
2016,12,Nampula,"AC Repairing",20,NULL,16,20,18,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Nampula,Mechanics,23,NULL,21,24,21,1,0,NULL,NULL,NULL,NULL
2017,1,Nampula,"TV installation",27,NULL,30,27,36,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Sofala,Electricity,29,NULL,11,29,13,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Zambezia,"Construction and Repair",28,NULL,10,28,11,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Maputo,Carpentry,19,NULL,45,21,55,9,0,3,3,NULL,0
2017,1,Maputo,Electricity,60,NULL,88,62,119,2,0,2,2,NULL,0
2017,1,Maputo,Plumbing,27,NULL,54,29,67,1,0,1,1,NULL,0
2017,1,Nampula,"AC Repairing",21,NULL,16,21,17,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Nampula,Electricity,54,NULL,35,55,38,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Nampula,Painting,37,NULL,11,38,13,1,0,NULL,NULL,NULL,NULL
2017,1,Nampula,Whitesmith,21,NULL,8,21,9,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Tete,Electricity,35,NULL,18,35,19,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Maputo,"AC Repairing",18,NULL,29,20,34,3,0,1,1,NULL,0
2017,1,Zambezia,Electricity,36,NULL,8,36,8,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Maputo,"Construction and Repair",44,NULL,77,45,91,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Maputo,Painting,40,NULL,10,40,12,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Maputo,Whitesmith,29,NULL,28,29,33,NULL,NULL,NULL,NULL,NULL,NULL
2017,1,Nampula,"Construction and Repair",35,NULL,16,35,17,NULL,NULL,NULL,NULL,NULL,NULL
2017,2,Zambezia,Electricity,27,NULL,13,27,13,NULL,NULL,NULL,NULL,NULL,NULL
2017,2,Maputo,"Construction and Repair",23,NULL,31,23,32,NULL,NULL,NULL,NULL,NULL,NULL
2017,2,Nampula,"Construction and Repair",31,NULL,16,31,19,NULL,NULL,NULL,NULL,NULL,NULL
2017,2,Nampula,Mechanics,20,NULL,15,20,15,NULL,NULL,NULL,NULL,NULL,NULL
2017,2,Zambezia,"Construction and Repair",27,NULL,3,27,3,NULL,NULL,NULL,NULL,NULL,NULL
2017,2,Maputo,Electricity,24,NULL,63,25,70,NULL,NULL,1,1,NULL,0
2017,2,Nampula,Electricity,45,NULL,38,45,39,NULL,NULL,NULL,NULL,NULL,NULL
2017,2,Nampula,Painting,20,NULL,9,20,10,NULL,NULL,NULL,NULL,NULL,NULL
2017,3,Maputo,Electricity,20,NULL,49,22,59,2,0,NULL,NULL,NULL,NULL
2017,3,Maputo,"Construction and Repair",19,NULL,31,20,34,1,0,NULL,NULL,NULL,NULL
2017,4,Sofala,Carpentry,23,NULL,2,23,2,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Sofala,Deliveries,35,NULL,22,35,25,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Cabo-Delgado,Cooking,34,NULL,30,34,36,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Sofala,Hairdresser,21,NULL,17,21,19,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Cabo-Delgado,Electricity,65,NULL,23,65,28,15,0,NULL,NULL,NULL,NULL
2017,4,Cabo-Delgado,Plumbing,29,NULL,13,29,14,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Maputo,Cooking,94,NULL,40,94,42,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Maputo,Electricity,33,NULL,49,33,51,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Maputo,Plumbing,20,NULL,35,20,39,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Nampula,Electricity,31,NULL,34,31,35,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Sofala,"Construction and Repair",38,NULL,10,38,11,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Cabo-Delgado,"Construction and Repair",28,NULL,10,28,10,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Sofala,Electricity,33,NULL,24,34,27,NULL,NULL,1,1,NULL,0
2017,4,Cabo-Delgado,Deliveries,37,NULL,30,37,31,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Cabo-Delgado,Hairdresser,26,NULL,21,26,25,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Maputo,"Construction and Repair",37,NULL,46,37,49,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Maputo,Deliveries,40,NULL,16,40,16,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Maputo,Hairdresser,63,NULL,40,63,42,NULL,NULL,NULL,NULL,NULL,NULL
2017,4,Maputo,Tailor,21,NULL,19,21,20,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Maputo,Plumbing,19,NULL,65,22,71,2,0,3,3,NULL,0
2017,5,Nampula,"Construction and Repair",72,NULL,15,72,15,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Nampula,Deliveries,30,NULL,11,30,14,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Nampula,Hairdresser,25,NULL,19,25,20,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Cabo-Delgado,Cooking,26,NULL,19,26,19,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Cabo-Delgado,Electricity,54,NULL,13,54,16,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Maputo,"Construction and Repair",57,NULL,44,57,46,1,0,NULL,NULL,NULL,NULL
2017,5,Maputo,Deliveries,27,NULL,13,27,14,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Maputo,Hairdresser,24,NULL,50,24,53,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Nampula,Carpentry,29,NULL,20,29,22,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Nampula,Cooking,47,NULL,40,47,42,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Nampula,Electricity,69,NULL,53,70,57,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Cabo-Delgado,"Construction and Repair",26,NULL,5,26,5,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Cabo-Delgado,Deliveries,24,NULL,17,24,19,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Cabo-Delgado,Plumbing,22,NULL,11,22,13,NULL,NULL,NULL,NULL,NULL,NULL
2017,5,Maputo,Cooking,44,NULL,33,45,36,5,0,1,1,NULL,0
2017,5,Maputo,Electricity,72,NULL,48,75,52,1,0,2,2,NULL,0
2017,6,Cabo-Delgado,Deliveries,20,NULL,12,20,13,NULL,NULL,NULL,NULL,NULL,NULL
2017,6,Cabo-Delgado,Hairdresser,23,NULL,34,23,34,NULL,NULL,NULL,NULL,NULL,NULL
2017,6,Maputo,Cooking,25,NULL,31,25,36,NULL,NULL,NULL,NULL,NULL,NULL
2017,6,Nampula,Electricity,31,NULL,20,31,24,NULL,NULL,NULL,NULL,NULL,NULL
2017,6,Cabo-Delgado,Cooking,25,NULL,19,25,22,NULL,NULL,NULL,NULL,NULL,NULL
2017,6,Cabo-Delgado,Electricity,63,NULL,19,63,24,NULL,NULL,NULL,NULL,NULL,NULL
2017,6,Cabo-Delgado,Plumbing,36,NULL,11,36,11,NULL,NULL,NULL,NULL,NULL,NULL
2017,6,Maputo,Electricity,28,NULL,25,29,25,NULL,NULL,1,1,NULL,0
2017,8,Nampula,"Construction and Repair",20,NULL,19,20,21,NULL,NULL,NULL,NULL,NULL,NULL
2017,8,Maputo,Electricity,24,NULL,33,26,37,NULL,NULL,2,2,NULL,0
2017,8,Nampula,Electricity,24,NULL,46,24,48,NULL,NULL,NULL,NULL,NULL,NULL
2017,8,Cabo-Delgado,Electricity,19,NULL,13,21,12,NULL,NULL,1,1,NULL,0
2017,9,Cabo-Delgado,Electricity,25,NULL,21,26,24,NULL,NULL,NULL,NULL,NULL,NULL
2017,9,Maputo,Electricity,40,NULL,27,41,32,1,0,1,1,NULL,0
2017,9,Nampula,Hairdresser,23,NULL,19,23,24,NULL,NULL,NULL,NULL,NULL,NULL
2017,9,Maputo,Cooking,28,NULL,22,30,22,1,0,NULL,NULL,NULL,NULL
2017,9,Nampula,Electricity,29,NULL,31,29,34,NULL,NULL,NULL,NULL,NULL,NULL
2017,10,Nampula,"Construction and Repair",24,NULL,17,24,21,NULL,NULL,NULL,NULL,NULL,NULL
2017,10,Nampula,Electricity,27,NULL,45,27,49,NULL,NULL,NULL,NULL,NULL,NULL
2017,10,Maputo,Cooking,26,NULL,25,26,32,NULL,NULL,NULL,NULL,NULL,NULL
2017,10,Nampula,Cooking,21,NULL,33,21,37,NULL,NULL,NULL,NULL,NULL,NULL
2017,11,Nampula,Electricity,33,NULL,40,33,48,NULL,NULL,NULL,NULL,NULL,NULL
2017,11,Nampula,Cooking,28,NULL,45,28,50,NULL,NULL,NULL,NULL,NULL,NULL
2017,12,Nampula,Electricity,38,NULL,52,39,57,NULL,NULL,NULL,NULL,NULL,NULL
2017,12,Cabo-Delgado,Electricity,22,NULL,24,22,26,NULL,NULL,NULL,NULL,NULL,NULL
2018,1,Nampula,"Construction and Repair",21,NULL,28,21,33,NULL,NULL,NULL,NULL,NULL,NULL
2018,1,Nampula,Electricity,38,NULL,66,38,70,NULL,NULL,NULL,NULL,NULL,NULL
2018,1,Nampula,Cooking,24,NULL,46,25,54,NULL,NULL,NULL,NULL,NULL,NULL
2018,3,Maputo,Cooking,30,NULL,40,30,48,NULL,NULL,NULL,NULL,NULL,NULL
2018,3,Maputo,Electricity,20,NULL,51,21,57,NULL,NULL,1,1,NULL,0
2018,3,Nampula,Cooking,30,NULL,39,30,45,NULL,NULL,NULL,NULL,NULL,NULL
2018,3,Nampula,Hairdresser,20,NULL,23,21,30,NULL,NULL,NULL,NULL,NULL,NULL
2018,3,Cabo-Delgado,Electricity,20,NULL,27,21,30,NULL,NULL,NULL,NULL,NULL,NULL
2018,3,Maputo,Deliveries,22,NULL,5,22,5,NULL,NULL,NULL,NULL,NULL,NULL
2018,3,Nampula,"Construction and Repair",24,NULL,17,24,17,NULL,NULL,NULL,NULL,NULL,NULL
2018,3,Nampula,Electricity,39,NULL,58,39,60,NULL,NULL,NULL,NULL,NULL,NULL
2018,4,Nampula,Cooking,29,NULL,45,29,48,NULL,NULL,NULL,NULL,NULL,NULL
2018,4,Nampula,Hairdresser,24,NULL,17,24,19,NULL,NULL,NULL,NULL,NULL,NULL
2018,4,Maputo,Electricity,24,NULL,35,24,40,NULL,NULL,NULL,NULL,NULL,NULL
2018,4,Nampula,Electricity,45,NULL,53,45,57,NULL,NULL,NULL,NULL,NULL,NULL
2018,5,Nampula,Mechanics,25,NULL,20,26,22,5,1,NULL,NULL,NULL,NULL
2018,5,Cabo-Delgado,Deliveries,12,NULL,30,21,33,17,4,1,1,10000.0000,1
2018,5,Sofala,Cooking,16,NULL,21,21,25,16,5,4,3,8000.0000,1
2018,5,Cabo-Delgado,Hairdresser,31,NULL,47,38,50,30,15,9,7,10950.0000,4
2018,5,Maputo,"Construction and Repair",19,NULL,46,27,46,25,7,4,3,14000.0000,3
2018,5,Maputo,Deliveries,21,NULL,10,23,9,2,0,2,2,9500.0000,2
2018,5,Maputo,Hairdresser,28,NULL,31,34,33,16,4,2,1,2500.0000,1
2018,5,Nampula,"Construction and Repair",44,NULL,27,47,28,13,3,NULL,NULL,NULL,NULL
2018,5,Nampula,Deliveries,18,NULL,33,24,34,19,3,NULL,NULL,NULL,NULL
2018,5,Nampula,Hairdresser,41,NULL,25,48,28,14,8,3,2,1500.0000,1
2018,5,Cabo-Delgado,Cooking,23,NULL,39,32,45,16,7,3,2,2150.0000,2
2018,5,Nampula,Plumbing,22,NULL,23,27,24,12,4,NULL,NULL,NULL,NULL
2018,5,Cabo-Delgado,Electricity,34,NULL,38,40,51,21,7,4,2,4000.0000,2
2018,5,Sofala,Electricity,20,NULL,37,26,37,13,4,5,3,500.0000,1
2018,5,Inhambane,Cooking,15,NULL,25,21,31,22,9,3,2,9999.0000,1
2018,5,Maputo,Cooking,28,NULL,74,38,78,32,15,4,0,NULL,0
2018,5,Maputo,Electricity,37,NULL,68,47,71,30,12,5,5,29000.0000,5
2018,5,Maputo,Plumbing,15,NULL,50,27,54,30,20,4,3,1032.0000,3
2018,5,Nampula,Cooking,51,NULL,59,63,61,28,10,NULL,NULL,NULL,NULL
2018,5,Nampula,Electricity,100,NULL,69,116,72,33,11,11,9,36852.0000,6
2018,5,Cabo-Delgado,"Construction and Repair",17,NULL,16,21,19,9,3,1,1,1000.0000,1
2018,6,Maputo,Plumbing,12,NULL,60,25,60,42,17,8,6,1700.0000,3
2018,6,Nampula,"Construction and Repair",34,NULL,60,55,64,44,14,9,7,19920.0000,5
2018,6,Cabo-Delgado,"Construction and Repair",12,NULL,33,22,33,28,10,9,4,16200.0000,4
2018,6,Nampula,Deliveries,22,NULL,54,39,53,47,15,8,6,16611.0000,4
2018,6,Cabo-Delgado,Electricity,36,NULL,82,66,85,77,26,18,17,24682.0000,12
2018,6,Nampula,Hairdresser,32,NULL,63,49,63,47,15,9,5,5150.0000,4
2018,6,Cabo-Delgado,Plumbing,14,NULL,46,28,45,34,14,9,4,21200.0000,4
2018,6,Nampula,Plumbing,11,NULL,59,25,54,39,13,3,2,4010.0000,2
2018,6,Inhambane,Cooking,13,NULL,47,25,49,38,12,14,9,98355.0000,5
2018,6,Sofala,Cooking,28,NULL,23,39,31,29,13,6,5,10330.0000,3
2018,6,Maputo,"Construction and Repair",18,NULL,64,34,70,49,18,5,3,5239.0000,1
2018,6,Tete,Electricity,15,NULL,22,24,25,22,5,6,6,4500.0000,3
2018,6,Maputo,Deliveries,22,NULL,47,36,54,45,16,8,6,7820.0000,5
2018,6,Maputo,Hairdresser,31,NULL,90,53,93,71,21,6,5,5600.0000,3
2018,6,Nampula,Carpentry,17,NULL,31,33,30,30,15,7,4,2150.0000,3
2018,6,Nampula,Cooking,46,NULL,145,89,165,145,47,20,17,6747.0000,9
2018,6,Cabo-Delgado,Cooking,23,NULL,81,50,96,78,23,12,7,719.0000,3
2018,6,Nampula,Electricity,54,NULL,142,101,158,134,56,24,18,24690.0000,12
2018,6,Cabo-Delgado,Hairdresser,31,NULL,86,55,89,80,30,17,13,2115.0000,9
2018,6,Nampula,Mechanics,19,NULL,30,29,33,32,13,11,9,41500.0000,8
2018,6,Gaza,Hairdresser,11,NULL,16,20,21,19,9,3,2,6500.0000,2
2018,6,Nampula,"TV installation",9,NULL,35,24,34,26,11,8,5,4300.0000,5
2018,6,Manica,Cooking,8,NULL,38,20,46,41,14,7,6,8000.0000,3
2018,6,Sofala,Electricity,27,NULL,47,41,47,38,16,9,8,1800.0000,3
2018,6,Maputo,Cooking,42,NULL,182,76,206,175,58,24,14,14479.5000,10
2018,6,Zambezia,Electricity,17,NULL,40,33,47,46,23,7,5,26049.0000,2
2018,6,Maputo,Electricity,44,NULL,91,59,84,67,23,10,8,48500.0000,3
2018,7,Cabo-Delgado,"Construction and Repair",16,NULL,62,40,69,62,25,6,3,8111.0000,2
2018,7,Sofala,"Construction and Repair",15,NULL,32,29,36,32,8,6,4,1512.0000,2
2018,7,Maputo,Hairdresser,23,NULL,160,66,187,175,63,34,15,17676.0000,8
2018,7,Cabo-Delgado,Deliveries,9,NULL,49,22,49,44,16,13,5,2000.0000,2
2018,7,Sofala,Deliveries,7,NULL,43,20,40,36,19,7,3,5150.0000,2
2018,7,Maputo,Plumbing,12,NULL,89,39,87,71,30,14,12,12200.0000,7
2018,7,Cabo-Delgado,Hairdresser,31,NULL,132,78,143,121,47,25,14,4295.0000,6
2018,7,Sofala,Hairdresser,7,NULL,46,20,44,42,17,12,8,6823.0000,6
2018,7,Nampula,Carpentry,22,NULL,76,45,84,73,28,16,8,28400.0000,7
2018,7,Gaza,Hairdresser,7,NULL,75,29,92,73,26,15,6,7400.0000,6
2018,7,Sofala,Whitesmith,37,NULL,7,40,5,5,1,39,39,NULL,0
2018,7,Nampula,Cooking,56,NULL,315,135,415,376,99,49,22,10505.0000,12
2018,7,Inhambane,Electricity,5,NULL,55,22,56,45,13,4,2,200.0000,1
2018,7,Zambezia,Electricity,15,NULL,56,36,59,58,21,19,13,80350.0000,9
2018,7,Nampula,Electricity,84,NULL,247,180,278,255,108,56,42,98314.0000,29
2018,7,Manica,Cooking,12,NULL,65,30,76,67,31,17,9,1010.0000,2
2018,7,Nampula,Mechanics,18,NULL,53,35,61,56,17,7,6,5175.0000,4
2018,7,Maputo,Carpentry,8,NULL,72,30,83,66,19,11,5,10700.0000,3
2018,7,Nampula,Tailor,5,NULL,73,27,84,72,21,9,4,1500.0000,2
2018,7,Maputo,Cooking,37,NULL,275,90,333,304,98,69,40,30560.0000,18
2018,7,Cabo-Delgado,Carpentry,14,NULL,70,41,78,66,31,11,3,6000.0000,1
2018,7,Niassa,Electricity,7,NULL,32,22,31,31,14,12,10,70700.0000,7
2018,7,Maputo,Electricity,42,NULL,140,81,144,115,41,35,25,31915.0000,13
2018,7,Cabo-Delgado,Cooking,22,NULL,137,63,184,180,48,27,10,20512.0000,7
2018,7,Sofala,Cooking,87,NULL,56,113,67,57,22,102,97,250.0000,1
2018,7,Maputo,Mechanics,15,NULL,31,24,30,19,5,13,12,5650.0000,1
2018,7,Cabo-Delgado,Electricity,37,NULL,158,85,171,156,62,28,20,24843.0000,10
2018,7,Sofala,Electricity,77,NULL,57,114,56,51,27,97,91,67501.0000,7
2018,7,Maputo,Tailor,11,NULL,71,30,72,62,20,14,8,28500.0000,4
2018,7,Cabo-Delgado,Plumbing,12,NULL,86,35,98,84,30,7,6,82441.0000,3
2018,7,Sofala,Tailor,60,NULL,11,67,10,7,3,65,64,NULL,0
2018,7,Nampula,"Construction and Repair",32,NULL,114,64,120,97,33,11,5,10307.0000,4
2018,7,Inhambane,Cooking,14,NULL,81,32,86,79,21,11,5,6300.0000,4
2018,7,Tete,Electricity,7,NULL,37,25,41,38,16,2,1,3850.0000,1
2018,7,Nampula,Deliveries,14,NULL,76,37,69,70,21,14,7,30150.0000,3
2018,7,Inhambane,Hairdresser,7,NULL,54,25,59,56,16,11,4,17000.0000,4
2018,7,Nampula,Hairdresser,30,NULL,167,80,175,142,53,27,13,23938.0000,9
2018,7,Manica,Electricity,11,NULL,45,22,45,35,13,9,3,2000.0000,1
2018,7,Nampula,Plumbing,26,NULL,109,65,136,128,46,20,8,3660.0000,5
2018,7,Maputo,"Construction and Repair",31,NULL,84,55,85,68,16,14,9,21480.0000,5
2018,7,Nampula,"TV installation",8,NULL,53,31,59,58,22,11,8,7030.0000,7
2018,7,Maputo,Deliveries,20,NULL,96,46,103,81,17,8,6,21890.0000,5
2018,8,Maputo,Painting,12,NULL,31,26,35,29,9,5,3,15750.0000,3
2018,8,Tete,Cooking,9,NULL,37,24,52,58,21,13,8,16550.0000,3
2018,8,Gaza,Cooking,6,NULL,83,21,86,77,26,15,8,60600.0000,5
2018,8,Maputo,Tailor,5,NULL,74,25,78,70,26,17,9,3512.0000,6
2018,8,Zambezia,"Construction and Repair",4,NULL,33,21,36,31,10,11,7,69500.0000,6
2018,8,Gaza,Hairdresser,8,NULL,88,30,94,84,31,15,13,25046.0000,12
2018,8,Nampula,"Construction and Repair",33,NULL,149,77,164,149,40,19,9,21356.0000,6
2018,8,Zambezia,Electricity,7,NULL,41,20,45,44,11,9,7,13900.0000,6
2018,8,Inhambane,Electricity,11,NULL,61,24,56,48,9,4,1,5000.0000,1
2018,8,Nampula,Deliveries,19,NULL,100,55,104,92,33,25,20,27602.0000,15
