year,month,province,profession,new_workers,new_clients,active_clients,active_workers,requests,feedback_1,work_agreements,feedback_2,jobs_completed,payments_in_MTZ,payment_observation_count
2022,6,Tete,Cooking,3,NULL,26,22,45,49,14,7,6,184468.0000,4
2022,6,Nampula,Cooking,29,NULL,203,129,249,247,80,41,26,52420.0000,16
2022,6,Manica,Electricity,9,NULL,22,23,22,23,4,5,5,10000.0000,3
2022,6,Zambezia,Cooking,14,NULL,62,44,67,64,21,16,14,19630.0000,8
2022,6,Nampula,Electricity,37,NULL,149,122,147,133,61,42,30,68134.0000,22
2022,6,Cabo-Delgado,"Construction and Repair",15,NULL,52,45,45,39,19,10,4,97399.0000,4
2022,6,Maputo,Carpentry,9,NULL,58,28,53,40,16,13,5,68500.0000,4
2022,6,Zambezia,Electricity,14,NULL,43,46,39,38,11,10,9,12250.0000,6
2022,6,Nampula,Mechanics,14,NULL,59,45,50,47,14,22,12,63510.0000,5
2022,6,Cabo-Delgado,Deliveries,10,NULL,58,43,49,42,17,18,12,95413.0000,9
2022,6,Maputo,Cooking,37,NULL,213,117,240,230,87,64,34,48370.0000,17
2022,6,Nampula,Tailor,4,NULL,40,20,44,45,11,9,6,6560.0000,3
2022,6,Cabo-Delgado,Hairdresser,48,NULL,160,134,140,150,88,54,31,40902.0000,15
2022,6,Maputo,Electricity,18,NULL,109,72,95,86,39,36,23,140850.2585,20
2022,6,Niassa,Cooking,8,NULL,46,20,39,35,9,16,7,1550.0000,4
2022,6,Cabo-Delgado,Plumbing,6,NULL,103,46,100,87,46,12,8,1210.0000,3
